,$\alpha{-}cells$,$\beta{-}cells$,$\delta{-}cells$,Acinar cells,Ductal cells,PP cells,Stellate cells
CPI-SS073F3FAD5$\beta{-}cells$,0,1,0,0,0,0,0
CPI-SS0D46E2B45$\beta{-}cells$,0,1,1,0,0,0,0
CPI-SS085EE60B1$\beta{-}cells$,0,1,1,0,0,0,0
CPI-SS0CBC7840D$\beta{-}cells$,0,1,1,0,0,0,0
CPI-SS0CB4F2FE4$\beta{-}cells$,0,1,1,0,0,1,0
CPI-SS0178F5C45$\beta{-}cells$,0,1,1,0,0,0,0
CPI-SS02ACCF1F7$\beta{-}cells$,0,1,0,0,0,1,1
CPI-SS06AA638A8$\beta{-}cells$,0,1,1,1,1,1,0
CPI-SS083CBFACD$\beta{-}cells$,0,1,1,0,0,1,0
CPI-SS0C28FEC7D$\beta{-}cells$,0,1,0,0,0,1,1
CPI-SS019C98396$\beta{-}cells$,0,1,0,0,0,1,1
CPI-SS0FBC9234C$\beta{-}cells$,0,1,0,0,0,1,1
CPI-SS0230EE330$\beta{-}cells$,0,1,1,0,1,0,1
CPI-SS00797FD15$\beta{-}cells$,0,1,1,1,1,1,1
CPI-SS00581282E$\beta{-}cells$,0,1,1,0,1,0,1
CPI-SC001669E22$\beta{-}cells$,0,1,1,0,1,0,1
CPI-SC0FDB4B6D9$\beta{-}cells$,0,1,1,0,1,1,1
CPI-SS0057AB387$\beta{-}cells$,0,1,1,1,1,0,0
CPI-SS012B216F6$\beta{-}cells$,0,1,1,0,0,0,1
CPI-SS048A2311A$\beta{-}cells$,0,1,0,0,1,1,1
CPI-SS0472C478C$\beta{-}cells$,0,1,1,1,1,1,1
CPI-SS0B81F1BF5$\beta{-}cells$,0,1,1,1,1,1,1
CPI-SS05996C8FD$\beta{-}cells$,0,0,1,0,0,1,0
CPI-SS0E063192D$\beta{-}cells$,0,0,1,0,1,0,0
CPI-SS0EDD4928A$\beta{-}cells$,0,0,1,0,0,0,1
CPI-SS0FC42EC80$\beta{-}cells$,0,0,1,0,1,0,0
CPI-SS0D5E30C6C$\beta{-}cells$,0,0,1,0,1,0,0
CPI-SS0F0D7F25C$\beta{-}cells$,0,0,1,0,1,0,0
CPI-SS079DDF890$\beta{-}cells$,0,0,1,0,0,0,0
CPI-SS0C85BC9AF$\beta{-}cells$,0,0,1,0,0,1,1
CPI-SS002673EFE$\beta{-}cells$,0,0,1,1,0,1,0
CPI-SS0B0CF0EDF$\beta{-}cells$,0,0,1,0,0,0,0
CPI-SS0D9EFC4F7$\beta{-}cells$,0,0,1,1,0,1,0
CPI-SS0E7D5974D$\beta{-}cells$,0,0,1,0,0,1,1
CPI-SS08C78576B$\beta{-}cells$,0,0,1,1,0,0,0
CPI-SS0CB863B46$\beta{-}cells$,0,0,1,1,1,1,1
CPI-SS007AA9FDE$\beta{-}cells$,0,0,0,1,1,0,1
CPI-SS0E1A8414D$\beta{-}cells$,0,0,0,1,1,0,1
CPI-SS0CA020C34$\beta{-}cells$,0,0,0,1,1,1,1
CPI-SS0BC9F7E9E$\beta{-}cells$,0,0,0,1,1,0,0
CPI-SS0D636A374$\beta{-}cells$,0,0,0,1,1,0,0
CPI-SS00E68BB92$\beta{-}cells$,0,0,0,1,1,0,0
CPI-SS076D8A297$\beta{-}cells$,0,0,0,1,1,0,0
CPI-SS0A5DF05C0$\beta{-}cells$,0,0,0,1,1,0,0
CPI-SS0E134097C$\beta{-}cells$,0,0,0,1,1,0,0
CPI-SS09C4988F8$\beta{-}cells$,0,0,0,1,1,0,1
CPI-SS059EEFDC6$\beta{-}cells$,0,0,0,1,1,0,1
CPI-SS0A9F17199$\beta{-}cells$,0,0,0,1,1,0,1
CPI-SS03FA58286$\beta{-}cells$,0,0,0,1,1,0,1
CPI-SS004C23DCE$\beta{-}cells$,0,0,0,1,1,0,1
CPI-SS060B82BBC$\beta{-}cells$,0,0,0,1,1,0,1
CPI-SS02EF3E1BA$\beta{-}cells$,0,0,0,1,1,0,1
CPI-SS0E7523314$\beta{-}cells$,0,0,0,1,1,0,1
CPI-SS03EACE0E0$\beta{-}cells$,0,0,0,1,1,0,0
CPI-SS073811AB3$\beta{-}cells$,0,0,0,1,1,0,0
CPI-SS04B4619D0$\beta{-}cells$,0,0,0,1,1,0,1
CPI-SS0E5593D5C$\beta{-}cells$,0,0,0,1,1,0,1
CPI-SS0F9B3B259$\beta{-}cells$,0,0,0,1,1,0,1
CPI-SS0E32BEF02$\beta{-}cells$,0,0,0,1,1,1,0
CPI-SC0077CEB82$\beta{-}cells$,0,0,0,1,1,1,1
CPI-SC0D5CFA431$\beta{-}cells$,0,0,0,1,1,1,1
CPI-SS03DA2A820$\beta{-}cells$,0,0,0,1,1,1,1
CPI-SS0859C173B$\beta{-}cells$,0,0,0,1,1,1,1
CPI-SS0F8EFEECF$\beta{-}cells$,0,0,0,1,1,1,1
CPI-SC032246C72$\beta{-}cells$,0,0,0,1,1,1,1
CPI-SC0984894BC$\beta{-}cells$,0,0,0,1,1,1,1
CPI-SC03DD946B2$\beta{-}cells$,0,0,0,1,1,1,1
CPI-SC098C06330$\beta{-}cells$,0,0,0,1,1,1,1
CPI-SS062DED513$\beta{-}cells$,0,0,0,0,1,1,0
CPI-SS0AECC113F$\beta{-}cells$,0,0,0,0,1,0,0
CPI-SS07CCAD9BF$\beta{-}cells$,0,0,0,0,1,1,0
CPI-SS0330D939A$\beta{-}cells$,0,0,0,0,1,0,0
CPI-SS0F6A7A4DF$\beta{-}cells$,0,0,0,0,1,0,0
CPI-SS02FEAF02E$\beta{-}cells$,0,0,0,0,1,0,0
CPI-SC017215F7F$\beta{-}cells$,0,0,0,0,1,0,0
CPI-SS0938C6980$\beta{-}cells$,0,0,0,0,1,0,1
CPI-SS046F6F0C1$\beta{-}cells$,0,0,0,0,1,0,0
CPI-SS0E928B8C8$\beta{-}cells$,0,0,0,0,1,0,0
CPI-SS04640F9C3$\beta{-}cells$,0,0,0,0,1,0,0
CPI-SS075D9B9AD$\beta{-}cells$,0,0,0,0,1,1,1
CPI-SS0B99F22A2$\beta{-}cells$,0,0,0,0,1,0,1
CPI-SS05A94DE17$\beta{-}cells$,0,0,0,0,1,0,0
CPI-SS0A83A7E30$\beta{-}cells$,0,0,0,0,1,0,1
CPI-SS0DC2A6D35$\beta{-}cells$,0,0,0,0,1,0,1
CPI-SS0735F5C3A$\beta{-}cells$,0,0,0,0,1,0,0
CPI-SS08B7D54A3$\beta{-}cells$,0,0,0,0,1,0,1
CPI-SS09E3F5044$\beta{-}cells$,0,0,0,0,0,1,0
CPI-SS0C7833961$\beta{-}cells$,0,0,0,0,0,1,0
CPI-SS0762B455F$\beta{-}cells$,0,0,0,0,0,1,0
CPI-SS0C6448B94$\beta{-}cells$,0,0,0,0,0,1,0
CPI-SS02928C71A$\beta{-}cells$,0,0,0,0,0,1,1
CPI-SS0E7CBFD03$\beta{-}cells$,0,0,0,0,0,1,1
CPI-SS05A26A1DE$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SS0EBA5A4D8$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SS065F7DA2A$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SS09A3FA737$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SS01469637C$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SS0C56C483F$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SS09CA492BA$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SS0B2D5BA95$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SS0BAB460FF$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SS006C6537E$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SS0837E9F59$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SS0FEEB187C$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SS0B70EB09E$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SS0FAE7ABEF$\delta{-}cells$,1,0,0,0,0,0,0
CPI-SS0D377BBBF$\delta{-}cells$,1,0,0,0,0,0,0
CPI-SS0CDAC688B$\delta{-}cells$,1,0,0,0,0,0,0
CPI-SS09A3FA737$\delta{-}cells$,1,0,0,0,0,0,1
CPI-SS055B305F1$\delta{-}cells$,1,1,1,1,1,1,1
CPI-SS0FC01B947$\delta{-}cells$,1,1,1,0,1,1,1
CPI-SS032AD1183$\delta{-}cells$,1,1,0,0,0,0,1
CPI-SS01963C4CA$\delta{-}cells$,1,1,0,0,0,0,1
CPI-SS073F3FAD5$\delta{-}cells$,1,1,0,0,0,0,0
CPI-SS0467AFD8A$\delta{-}cells$,1,0,0,0,0,1,1
CPI-SS0AC594A8E$\delta{-}cells$,1,0,0,1,1,0,0
CPI-SS053613259$\delta{-}cells$,1,0,0,1,1,0,0
CPI-SS0CBC7840D$\delta{-}cells$,1,1,1,1,1,1,1
CPI-SS058E608D0$\delta{-}cells$,1,0,1,0,0,0,0
CPI-SS079DDF890$\delta{-}cells$,1,1,1,1,0,1,0
CPI-SS01F67987A$\delta{-}cells$,1,0,0,0,0,1,0
CPI-SS03189F5F6$\delta{-}cells$,1,0,0,0,0,1,1
CPI-SS0F2C6A4D4$\delta{-}cells$,1,0,0,0,0,1,1
CPI-SS066347638$\delta{-}cells$,1,0,0,1,1,0,0
CPI-SS0D4CA5D92$\delta{-}cells$,1,0,0,1,1,0,0
CPI-SS0BAB460FF$\delta{-}cells$,1,1,1,0,1,1,1
CPI-SS06CCF5A54$\delta{-}cells$,1,1,1,1,1,1,1
CPI-SS006C6537E$\delta{-}cells$,1,1,1,1,1,1,1
CPI-SS0F3A089DE$\delta{-}cells$,1,1,1,1,1,1,1
CPI-SS0D95D41D6$\delta{-}cells$,1,0,0,1,1,0,0
CPI-SS0735F5C3A$\delta{-}cells$,1,1,1,1,1,1,1
CPI-SS034B442CE$\delta{-}cells$,1,1,1,0,0,1,0
CPI-SS08B7D54A3$\delta{-}cells$,1,1,0,1,1,0,1
CPI-SS073811AB3$\delta{-}cells$,1,1,1,1,1,1,1
CPI-SS0BCCDFA7A$\delta{-}cells$,1,1,1,1,1,1,1
CPI-SS012AFC842$\delta{-}cells$,1,1,1,1,1,1,1
CPI-SS0C85BC9AF$\delta{-}cells$,1,1,1,1,1,1,1
CPI-SS002673EFE$\delta{-}cells$,1,0,1,1,0,1,0
CPI-SS0B0CF0EDF$\delta{-}cells$,1,1,1,1,1,1,0
CPI-SS0E7D5974D$\delta{-}cells$,1,1,1,1,0,1,1
CPI-SS048A2311A$\delta{-}cells$,1,1,1,0,1,1,1
CPI-SS02A0FF87F$\delta{-}cells$,1,1,1,1,1,1,1
CPI-SS0B81F1BF5$\delta{-}cells$,1,1,1,1,1,1,1
CPI-SS0E41702C1$\delta{-}cells$,0,1,0,0,0,0,0
CPI-SS0331C5A49$\delta{-}cells$,0,1,0,0,0,0,1
CPI-SS0C56C483F$\delta{-}cells$,0,1,0,0,0,0,1
CPI-SS0D46E2B45$\delta{-}cells$,0,1,1,0,0,0,0
CPI-SS085EE60B1$\delta{-}cells$,0,1,1,0,0,0,0
CPI-SS0CB4F2FE4$\delta{-}cells$,0,1,1,0,0,1,0
CPI-SS0178F5C45$\delta{-}cells$,0,1,1,0,0,0,0
CPI-SS06AA638A8$\delta{-}cells$,0,1,1,1,1,1,0
CPI-SS083CBFACD$\delta{-}cells$,0,1,1,0,0,1,0
CPI-SS019C98396$\delta{-}cells$,0,1,0,0,0,1,1
CPI-SS0FBC9234C$\delta{-}cells$,0,1,0,0,1,1,1
CPI-SS0230EE330$\delta{-}cells$,0,1,1,0,1,1,1
CPI-SS00797FD15$\delta{-}cells$,0,1,0,1,0,0,1
CPI-SS04B4619D0$\delta{-}cells$,0,1,0,1,1,0,1
CPI-SC001669E22$\delta{-}cells$,0,1,1,1,1,0,1
CPI-SC0FDB4B6D9$\delta{-}cells$,0,1,1,0,1,1,1
CPI-SS0057AB387$\delta{-}cells$,0,1,1,1,1,0,0
CPI-SS0F8EFEECF$\delta{-}cells$,0,1,0,1,1,1,1
CPI-SS0CB863B46$\delta{-}cells$,0,1,1,1,1,1,1
CPI-SS0472C478C$\delta{-}cells$,0,1,1,1,1,1,1
CPI-SS0F6A7A4DF$\delta{-}cells$,0,0,1,1,1,0,0
CPI-SS0E063192D$\delta{-}cells$,0,0,1,0,1,0,0
CPI-SS0EDD4928A$\delta{-}cells$,0,0,1,0,0,0,1
CPI-SS0FC42EC80$\delta{-}cells$,0,0,1,0,1,0,0
CPI-SS0D5E30C6C$\delta{-}cells$,0,0,1,0,1,0,0
CPI-SS0F0D7F25C$\delta{-}cells$,0,0,1,0,0,0,0
CPI-SS0A2949959$\delta{-}cells$,0,0,1,0,0,0,0
CPI-SS0FEEB187C$\delta{-}cells$,0,0,1,0,0,1,1
CPI-SS00581282E$\delta{-}cells$,0,0,1,0,0,0,0
CPI-SS0E7CBFD03$\delta{-}cells$,0,0,1,0,1,1,1
CPI-SS0B70EB09E$\delta{-}cells$,0,0,1,0,0,0,1
CPI-SS0E32BEF02$\delta{-}cells$,0,0,1,1,1,1,0
CPI-SS012B216F6$\delta{-}cells$,0,0,1,0,0,0,0
CPI-SS01C2BA5C8$\delta{-}cells$,0,0,0,1,0,0,1
CPI-SS0BC9F7E9E$\delta{-}cells$,0,0,0,1,1,0,0
CPI-SS0938C6980$\delta{-}cells$,0,0,0,1,1,0,1
CPI-SS00E68BB92$\delta{-}cells$,0,0,0,1,1,0,0
CPI-SS076D8A297$\delta{-}cells$,0,0,0,1,1,0,0
CPI-SS0A5DF05C0$\delta{-}cells$,0,0,0,1,1,0,0
CPI-SS0E134097C$\delta{-}cells$,0,0,0,1,1,0,0
CPI-SS09C4988F8$\delta{-}cells$,0,0,0,1,1,0,1
CPI-SS0B99F22A2$\delta{-}cells$,0,0,0,1,1,0,1
CPI-SS0B2D5BA95$\delta{-}cells$,0,0,0,1,1,0,1
CPI-SS0A9F17199$\delta{-}cells$,0,0,0,1,1,0,1
CPI-SS03FA58286$\delta{-}cells$,0,0,0,1,1,0,1
CPI-SS004C23DCE$\delta{-}cells$,0,0,0,1,1,0,1
CPI-SS060B82BBC$\delta{-}cells$,0,0,0,1,1,0,1
CPI-SS02EF3E1BA$\delta{-}cells$,0,0,0,1,1,0,1
CPI-SS0E7523314$\delta{-}cells$,0,0,0,1,1,1,1
CPI-SS03EACE0E0$\delta{-}cells$,0,0,0,1,1,0,0
CPI-SS03722104E$\delta{-}cells$,0,0,0,1,1,1,1
CPI-SS008FB916C$\delta{-}cells$,0,0,0,1,1,0,0
CPI-SS0E5593D5C$\delta{-}cells$,0,0,0,1,1,0,1
CPI-SS0F9B3B259$\delta{-}cells$,0,0,0,1,1,0,1
CPI-SC0077CEB82$\delta{-}cells$,0,0,0,1,1,1,1
CPI-SC0D5CFA431$\delta{-}cells$,0,0,0,1,1,1,1
CPI-SS03DA2A820$\delta{-}cells$,0,0,0,1,1,1,1
CPI-SS0859C173B$\delta{-}cells$,0,0,0,1,1,1,1
CPI-SC032246C72$\delta{-}cells$,0,0,0,1,1,0,1
CPI-SC0984894BC$\delta{-}cells$,0,0,0,1,1,1,1
CPI-SC03DD946B2$\delta{-}cells$,0,0,0,1,1,0,1
CPI-SC098C06330$\delta{-}cells$,0,0,0,1,1,1,1
CPI-SS0AECC113F$\delta{-}cells$,0,0,0,0,1,0,0
CPI-SS095E52E66$\delta{-}cells$,0,0,0,0,1,0,0
CPI-SS0330D939A$\delta{-}cells$,0,0,0,0,1,0,0
CPI-SS02FEAF02E$\delta{-}cells$,0,0,0,0,1,0,0
CPI-SS0D636A374$\delta{-}cells$,0,0,0,0,1,0,0
CPI-SS02371A6D6$\delta{-}cells$,0,0,0,0,1,0,0
CPI-SC017215F7F$\delta{-}cells$,0,0,0,0,1,1,0
CPI-SS046F6F0C1$\delta{-}cells$,0,0,0,0,1,0,0
CPI-SS0E928B8C8$\delta{-}cells$,0,0,0,0,1,0,0
CPI-SS04640F9C3$\delta{-}cells$,0,0,0,0,1,0,0
CPI-SS075D9B9AD$\delta{-}cells$,0,0,0,0,1,1,1
CPI-SS0098B5107$\delta{-}cells$,0,0,0,0,1,0,0
CPI-SS09CCC0451$\delta{-}cells$,0,0,0,0,1,0,0
CPI-SS059EEFDC6$\delta{-}cells$,0,0,0,0,1,0,1
CPI-SS05A94DE17$\delta{-}cells$,0,0,0,0,1,0,0
CPI-SS0A83A7E30$\delta{-}cells$,0,0,0,0,1,0,1
CPI-SS09E3F5044$\delta{-}cells$,0,0,0,0,0,1,0
CPI-SS0C7833961$\delta{-}cells$,0,0,0,0,0,1,0
CPI-SS0C6448B94$\delta{-}cells$,0,0,0,0,0,1,0
CPI-SS02928C71A$\delta{-}cells$,0,0,0,0,0,1,1
CPI-SS02ACCF1F7$\delta{-}cells$,0,0,0,0,0,1,1
CPI-SS0837E9F59$\delta{-}cells$,0,0,0,0,0,1,1
CPI-SS0C28FEC7D$\delta{-}cells$,0,0,0,0,0,1,1
CPI-SS05A26A1DE$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SS0EBA5A4D8$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SS0C03F7CDC$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SS0B9B3870A$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SS01469637C$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SS0DEDA3567$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SS0DC2A6D35$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SS05B4EB419Acinar cells,1,0,0,0,0,0,1
CPI-SS0D377BBBFAcinar cells,1,0,0,0,0,0,0
CPI-SS0C1BD22BCAcinar cells,1,0,0,1,0,0,0
CPI-SS0FB5FE587Acinar cells,1,0,1,0,0,1,1
CPI-SS0CDAC688BAcinar cells,1,0,0,0,1,0,1
CPI-SS09A3FA737Acinar cells,1,0,0,0,0,0,1
CPI-SS08B249DBAAcinar cells,1,1,1,0,1,1,1
CPI-SS0A3569604Acinar cells,1,0,1,1,1,0,1
CPI-SS073F3FAD5Acinar cells,1,1,0,0,0,0,0
CPI-SS0EBFE1854Acinar cells,1,1,1,0,1,1,1
CPI-SS09CA492BAAcinar cells,1,1,1,0,1,1,1
CPI-SS0CC5DCE80Acinar cells,1,1,1,0,1,1,1
CPI-SS0FF49C823Acinar cells,1,1,1,1,1,1,1
CPI-SS058E608D0Acinar cells,1,1,1,0,1,0,0
CPI-SS02ACCF1F7Acinar cells,1,1,0,0,0,1,1
CPI-SS079DDF890Acinar cells,1,1,1,1,0,1,0
CPI-SS01F67987AAcinar cells,1,0,0,0,0,1,1
CPI-SS03189F5F6Acinar cells,1,0,0,0,0,1,1
CPI-SS0F2C6A4D4Acinar cells,1,0,0,0,0,1,1
CPI-SS066347638Acinar cells,1,0,0,1,1,0,0
CPI-SS0D4CA5D92Acinar cells,1,0,0,1,1,0,0
CPI-SS0DEDA3567Acinar cells,1,1,1,0,1,1,1
CPI-SS03EF699C7Acinar cells,1,1,1,1,1,1,1
CPI-SS0C4FA643FAcinar cells,1,1,1,1,1,1,1
CPI-SS03EACE0E0Acinar cells,1,1,0,1,1,1,1
CPI-SS0837E9F59Acinar cells,1,1,1,0,1,1,1
CPI-SS0C28FEC7DAcinar cells,1,1,1,1,0,1,1
CPI-SS019C98396Acinar cells,1,1,0,0,0,1,1
CPI-SS0D95D41D6Acinar cells,1,0,0,1,1,0,0
CPI-SS0A83A7E30Acinar cells,1,1,1,1,1,1,1
CPI-SS02AB0C3E0Acinar cells,1,0,1,1,1,1,1
CPI-SS034B442CEAcinar cells,1,1,1,0,1,1,0
CPI-SS08B7D54A3Acinar cells,1,1,1,1,1,1,1
CPI-SS00797FD15Acinar cells,1,1,1,1,1,1,1
CPI-SS008FB916CAcinar cells,1,0,0,1,1,0,0
CPI-SS0BCCDFA7AAcinar cells,1,1,1,1,1,1,1
CPI-SS04B4619D0Acinar cells,1,1,1,1,1,1,1
CPI-SS00581282EAcinar cells,1,1,1,1,1,1,1
CPI-SS0E5593D5CAcinar cells,1,1,0,1,1,1,1
CPI-SS0F9B3B259Acinar cells,1,1,1,1,1,1,1
CPI-SS0B70EB09EAcinar cells,1,1,1,0,1,1,1
CPI-SS012AFC842Acinar cells,1,1,1,1,1,1,1
CPI-SS002673EFEAcinar cells,1,0,1,1,0,1,0
CPI-SS0B0CF0EDFAcinar cells,1,1,1,1,1,1,0
CPI-SS033180726Acinar cells,1,1,1,1,0,1,1
CPI-SS012B216F6Acinar cells,1,1,1,1,1,1,1
CPI-SS0E7D5974DAcinar cells,1,1,1,1,1,1,1
CPI-SS0F8EFEECFAcinar cells,1,1,1,1,1,1,1
CPI-SS08C78576BAcinar cells,1,1,1,1,1,1,1
CPI-SS048A2311AAcinar cells,1,1,1,1,1,1,1
CPI-SC032246C72Acinar cells,1,1,1,1,1,1,1
CPI-SC03DD946B2Acinar cells,1,1,1,1,1,1,1
CPI-SS02A0FF87FAcinar cells,1,1,1,1,1,1,1
CPI-SS0B81F1BF5Acinar cells,1,1,1,1,1,1,1
CPI-SS0FB37E079Acinar cells,0,1,1,1,0,0,0
CPI-SS0579FA162Acinar cells,0,1,0,0,0,0,0
CPI-SS042A6F835Acinar cells,0,1,0,1,1,1,1
CPI-SS01469637CAcinar cells,0,1,1,0,1,0,1
CPI-SS0C56C483FAcinar cells,0,1,0,0,0,0,1
CPI-SS0D46E2B45Acinar cells,0,1,1,0,0,0,0
CPI-SS085EE60B1Acinar cells,0,1,1,0,0,0,0
CPI-SS0CBC7840DAcinar cells,0,1,1,0,0,0,0
CPI-SS0178F5C45Acinar cells,0,1,1,1,0,0,0
CPI-SS083CBFACDAcinar cells,0,1,1,0,0,1,0
CPI-SS0FBC9234CAcinar cells,0,1,0,0,1,1,1
CPI-SS0230EE330Acinar cells,0,1,0,0,0,0,0
CPI-SS0E7CBFD03Acinar cells,0,1,1,0,1,1,1
CPI-SS0057AB387Acinar cells,0,1,1,1,1,0,0
CPI-SS0859C173BAcinar cells,0,1,0,1,1,1,1
CPI-SS0CB863B46Acinar cells,0,1,1,1,1,1,1
CPI-SS0472C478CAcinar cells,0,1,1,1,1,1,1
CPI-SS0AECC113FAcinar cells,0,0,1,1,1,0,0
CPI-SS0FC42EC80Acinar cells,0,0,1,0,1,0,0
CPI-SS0D5E30C6CAcinar cells,0,0,1,0,0,0,0
CPI-SS0098B5107Acinar cells,0,0,1,1,1,0,0
CPI-SS0F0D7F25CAcinar cells,0,0,1,0,1,0,0
CPI-SS0A2949959Acinar cells,0,0,1,0,0,0,0
CPI-SS06CCF5A54Acinar cells,0,0,1,0,0,0,0
CPI-SS0E32BEF02Acinar cells,0,0,1,1,1,1,0
CPI-SC0984894BCAcinar cells,0,0,1,1,1,1,1
CPI-SC098C06330Acinar cells,0,0,1,1,1,1,1
CPI-SS08C995EB4Acinar cells,0,0,0,1,0,0,0
CPI-SS047232C64Acinar cells,0,0,0,1,1,0,1
CPI-SS0423580E5Acinar cells,0,0,0,1,1,0,1
CPI-SS01C2BA5C8Acinar cells,0,0,0,1,0,0,1
CPI-SS077B160B9Acinar cells,0,0,0,1,1,0,1
CPI-SS0E1A8414DAcinar cells,0,0,0,1,1,0,1
CPI-SS095E52E66Acinar cells,0,0,0,1,1,0,1
CPI-SS0D636A374Acinar cells,0,0,0,1,1,0,0
CPI-SS046F6F0C1Acinar cells,0,0,0,1,1,0,1
CPI-SS00E68BB92Acinar cells,0,0,0,1,1,0,0
CPI-SS076D8A297Acinar cells,0,0,0,1,1,0,0
CPI-SS0A5DF05C0Acinar cells,0,0,0,1,1,0,0
CPI-SS0E134097CAcinar cells,0,0,0,1,1,0,0
CPI-SS0B99F22A2Acinar cells,0,0,0,1,1,0,1
CPI-SS059EEFDC6Acinar cells,0,0,0,1,1,0,1
CPI-SS0B2D5BA95Acinar cells,0,0,0,1,1,1,1
CPI-SS03FA58286Acinar cells,0,0,0,1,1,0,1
CPI-SS004C23DCEAcinar cells,0,0,0,1,1,0,1
CPI-SS060B82BBCAcinar cells,0,0,0,1,1,0,1
CPI-SS02EF3E1BAAcinar cells,0,0,0,1,1,0,1
CPI-SS0E7523314Acinar cells,0,0,0,1,1,0,1
CPI-SS03722104EAcinar cells,0,0,0,1,1,1,1
CPI-SS03DA2A820Acinar cells,0,0,0,1,1,1,1
CPI-SS007AA9FDEAcinar cells,0,0,0,0,1,0,1
CPI-SS07CCAD9BFAcinar cells,0,0,0,0,1,0,0
CPI-SS0F6A7A4DFAcinar cells,0,0,0,0,1,0,0
CPI-SS02FEAF02EAcinar cells,0,0,0,0,1,0,0
CPI-SS02371A6D6Acinar cells,0,0,0,0,1,0,0
CPI-SS0E928B8C8Acinar cells,0,0,0,0,1,0,0
CPI-SS04640F9C3Acinar cells,0,0,0,0,1,0,0
CPI-SS05A94DE17Acinar cells,0,0,0,0,1,0,0
CPI-SS04F3A1E5CAcinar cells,0,0,0,0,1,0,0
CPI-SS0DC2A6D35Acinar cells,0,0,0,0,1,0,1
CPI-SC0077CEB82Acinar cells,0,0,0,0,1,0,1
CPI-SC0D5CFA431Acinar cells,0,0,0,0,1,0,1
CPI-SS079EF5D9CAcinar cells,0,0,0,0,0,1,0
CPI-SS062DED513Acinar cells,0,0,0,0,0,1,0
CPI-SS0762B455FAcinar cells,0,0,0,0,0,1,0
CPI-SS0C6448B94Acinar cells,0,0,0,0,0,1,0
CPI-SS006C6537EAcinar cells,0,0,0,0,0,1,1
CPI-SS0D37C7C70Acinar cells,0,0,0,0,0,0,1
CPI-SS0EBA5A4D8Acinar cells,0,0,0,0,0,0,1
CPI-SS065F7DA2AAcinar cells,0,0,0,0,0,0,1
CPI-SS0C03F7CDCAcinar cells,0,0,0,0,0,0,1
CPI-SS0B9B3870AAcinar cells,0,0,0,0,0,0,1
CPI-SS0BAB460FFAcinar cells,0,0,0,0,0,0,1
CPI-SS0C85BC9AFAcinar cells,0,0,0,0,0,0,1
CPI-SS05B4EB419Ductal cells,1,0,0,0,0,0,1
CPI-SS0B8083B44Ductal cells,1,1,1,0,1,1,1
CPI-SS0FAE7ABEFDuctal cells,1,0,0,0,0,0,0
CPI-SS044C72D0DDuctal cells,1,1,1,1,1,1,1
CPI-SS0C1BD22BCDuctal cells,1,0,0,1,0,0,0
CPI-SS065F7DA2ADuctal cells,1,0,0,0,0,0,1
CPI-SS0CDAC688BDuctal cells,1,0,0,0,1,0,1
CPI-SS09A3FA737Ductal cells,1,0,0,0,0,0,1
CPI-SS08B249DBADuctal cells,1,1,1,0,1,1,1
CPI-SS032AD1183Ductal cells,1,1,0,0,0,0,1
CPI-SS0D5E30C6CDuctal cells,1,1,1,0,1,0,0
CPI-SS04640F9C3Ductal cells,1,1,1,1,1,1,1
CPI-SS01963C4CADuctal cells,1,1,0,0,0,0,1
CPI-SS0EBFE1854Ductal cells,1,1,1,0,1,1,1
CPI-SS0467AFD8ADuctal cells,1,0,0,0,0,1,0
CPI-SS09CA492BADuctal cells,1,1,1,0,1,1,1
CPI-SS09CCC0451Ductal cells,1,0,0,0,1,1,0
CPI-SS0AC594A8EDuctal cells,1,0,0,1,1,0,0
CPI-SS0CC5DCE80Ductal cells,1,1,1,0,1,1,1
CPI-SS053613259Ductal cells,1,0,0,1,1,0,0
CPI-SS0FF49C823Ductal cells,1,1,1,1,1,1,1
CPI-SS05A94DE17Ductal cells,1,1,1,1,1,1,1
CPI-SS058E608D0Ductal cells,1,1,1,0,1,0,0
CPI-SS02928C71ADuctal cells,1,1,0,0,0,1,1
CPI-SS0178F5C45Ductal cells,1,1,1,1,1,0,1
CPI-SS01F67987ADuctal cells,1,0,0,0,0,1,1
CPI-SS03189F5F6Ductal cells,1,0,0,0,0,1,1
