,$\alpha{-}cells$,$\beta{-}cells$,$\delta{-}cells$,Acinar cells,Ductal cells,PP cells,Stellate cells
CPI-SS0CA020C34Ductal cells,1,1,0,0,0,1,0
CPI-SS02FEAF02EDuctal cells,1,1,1,1,1,1,1
CPI-SS0D00AAD2FDuctal cells,1,1,0,0,0,0,0
CPI-SS0BC9F7E9EDuctal cells,1,1,1,0,1,1,1
CPI-SS0331C5A49Ductal cells,1,0,0,0,0,0,0
CPI-SS0D636A374Ductal cells,1,1,1,1,1,1,1
CPI-SS02371A6D6Ductal cells,1,1,1,1,1,1,1
CPI-SC017215F7FDuctal cells,1,1,1,0,1,1,1
CPI-SS055B305F1Ductal cells,1,0,1,0,0,0,0
CPI-SS0938C6980Ductal cells,1,1,1,0,0,1,1
CPI-SS0FC42EC80Ductal cells,1,1,1,1,1,1,1
CPI-SS046F6F0C1Ductal cells,1,1,1,1,1,1,1
CPI-SS00E68BB92Ductal cells,1,1,1,1,1,1,1
CPI-SS076D8A297Ductal cells,1,1,1,1,1,1,1
CPI-SS0A5DF05C0Ductal cells,1,1,1,1,1,1,1
CPI-SS0E134097CDuctal cells,1,1,1,1,1,1,1
CPI-SS0E928B8C8Ductal cells,1,1,1,1,1,1,1
CPI-SS0D5E30C6CDuctal cells,1,1,1,0,1,1,1
CPI-SS04640F9C3Ductal cells,1,1,1,1,1,1,1
CPI-SS075D9B9ADDuctal cells,1,1,1,0,1,1,0
CPI-SS0098B5107Ductal cells,1,1,1,1,1,1,1
CPI-SS01469637CDuctal cells,1,0,0,1,0,0,0
CPI-SS09CCC0451Ductal cells,1,1,1,0,1,1,1
CPI-SS0AC594A8EDuctal cells,1,1,1,0,1,1,1
CPI-SS0F0D7F25CDuctal cells,1,1,0,1,0,1,1
CPI-SS0CC5DCE80Ductal cells,1,0,0,1,1,0,0
CPI-SS053613259Ductal cells,1,1,1,0,1,1,1
CPI-SS0FF49C823Ductal cells,1,0,0,1,1,0,1
CPI-SS0B99F22A2Ductal cells,1,1,1,1,1,1,1
CPI-SS059EEFDC6Ductal cells,1,1,1,1,1,1,1
CPI-SS0B2D5BA95Ductal cells,1,0,1,1,0,1,1
CPI-SS05A94DE17Ductal cells,1,1,1,1,1,1,1
CPI-SS0A9F17199Ductal cells,1,1,1,0,1,1,1
CPI-SS066347638Ductal cells,1,1,1,1,1,1,1
CPI-SS0D4CA5D92Ductal cells,1,1,1,1,1,1,1
CPI-SS03FA58286Ductal cells,1,1,1,1,1,1,1
CPI-SS004C23DCEDuctal cells,1,1,1,1,1,1,1
CPI-SS0D782F60BDuctal cells,1,1,0,0,0,1,0
CPI-SS0DEDA3567Ductal cells,1,0,0,1,1,0,0
CPI-SS03EF699C7Ductal cells,1,0,0,1,1,0,0
CPI-SS0C4FA643FDuctal cells,1,0,0,1,1,0,0
CPI-SS06AA638A8Ductal cells,1,1,1,0,0,0,0
CPI-SS060B82BBCDuctal cells,1,1,1,1,1,1,1
CPI-SS02EF3E1BADuctal cells,1,1,1,1,1,1,1
CPI-SS0E7523314Ductal cells,1,1,1,1,1,1,1
CPI-SS03EACE0E0Ductal cells,1,1,1,1,1,1,1
CPI-SS006C6537EDuctal cells,1,0,1,0,0,0,0
CPI-SS04F3A1E5CDuctal cells,1,0,0,1,1,1,1
CPI-SS0F3A089DEDuctal cells,1,0,1,0,0,1,0
CPI-SS0D95D41D6Ductal cells,1,1,1,1,1,1,1
CPI-SS0A83A7E30Ductal cells,1,1,1,1,1,1,1
CPI-SS03722104EDuctal cells,1,0,1,1,1,1,1
CPI-SS0DC2A6D35Ductal cells,1,1,0,1,1,1,1
CPI-SS0735F5C3ADuctal cells,1,1,1,0,0,1,1
CPI-SS08B7D54A3Ductal cells,1,1,1,1,1,1,1
CPI-SS0230EE330Ductal cells,1,1,1,0,1,1,0
CPI-SS00797FD15Ductal cells,1,1,0,1,0,0,0
CPI-SS008FB916CDuctal cells,1,1,1,1,1,1,1
CPI-SS073811AB3Ductal cells,1,1,1,0,1,1,1
CPI-SS04B4619D0Ductal cells,1,1,1,1,1,1,1
CPI-SS00581282EDuctal cells,1,1,0,1,0,0,1
CPI-SS0E5593D5CDuctal cells,1,1,1,1,1,1,1
CPI-SS0F9B3B259Ductal cells,1,1,1,1,1,1,1
CPI-SS0E32BEF02Ductal cells,1,1,1,1,1,1,1
CPI-SS012AFC842Ductal cells,1,0,1,1,0,1,0
CPI-SS0D9EFC4F7Ductal cells,1,0,0,0,1,1,1
CPI-SC0077CEB82Ductal cells,1,1,1,1,1,1,1
CPI-SC0D5CFA431Ductal cells,1,1,1,1,1,1,1
CPI-SC001669E22Ductal cells,1,1,1,0,1,1,1
CPI-SC0FDB4B6D9Ductal cells,1,1,1,0,1,1,1
CPI-SS0057AB387Ductal cells,1,1,1,1,1,1,1
CPI-SS03DA2A820Ductal cells,1,1,1,1,1,1,1
CPI-SS0859C173BDuctal cells,1,1,1,1,1,1,1
CPI-SS0F8EFEECFDuctal cells,1,1,1,1,1,1,1
CPI-SS08C78576BDuctal cells,1,0,0,1,1,1,1
CPI-SS048A2311ADuctal cells,1,1,1,1,1,1,1
CPI-SC032246C72Ductal cells,1,1,1,1,1,1,1
CPI-SC0984894BCDuctal cells,1,1,1,1,1,1,1
CPI-SC03DD946B2Ductal cells,1,1,1,1,1,1,1
CPI-SC098C06330Ductal cells,1,1,1,1,1,1,1
CPI-SS02A0FF87FDuctal cells,1,1,1,1,1,1,1
CPI-SS0CB863B46Ductal cells,1,1,1,1,1,1,1
CPI-SS0472C478CDuctal cells,1,1,1,1,1,1,1
CPI-SS0C7833961PP cells,1,1,1,0,1,1,1
CPI-SS0762B455FPP cells,1,1,0,1,1,1,1
CPI-SS01560CA22PP cells,1,0,0,0,0,0,0
CPI-SS056993231PP cells,1,0,0,0,0,0,0
CPI-SS01A29DD97PP cells,1,0,0,0,0,0,0
CPI-SS06006F870PP cells,1,0,0,0,0,0,0
CPI-SS0C6448B94PP cells,1,1,1,1,1,1,1
CPI-SS05996C8FDPP cells,1,1,0,0,1,0,1
CPI-SS00D3CD86EPP cells,1,0,0,0,0,1,0
CPI-SS07CCAD9BFPP cells,1,1,0,0,0,0,1
CPI-SS00BD8FF72PP cells,1,0,0,0,0,1,0
CPI-SS0CA020C34PP cells,1,1,0,0,0,1,0
CPI-SS0D00AAD2FPP cells,1,1,0,0,0,0,0
CPI-SC017215F7FPP cells,1,0,1,0,0,1,1
CPI-SS055B305F1PP cells,1,0,1,0,0,0,0
CPI-SS075D9B9ADPP cells,1,1,1,0,1,1,0
CPI-SS0467AFD8APP cells,1,1,1,0,1,1,1
CPI-SS01469637CPP cells,1,0,0,0,0,0,0
CPI-SS09CCC0451PP cells,1,1,0,0,1,1,1
CPI-SS0CC5DCE80PP cells,1,0,0,1,1,0,0
CPI-SS0CB4F2FE4PP cells,1,1,1,0,1,1,1
CPI-SS02928C71APP cells,1,1,1,0,1,1,1
CPI-SS02ACCF1F7PP cells,1,1,1,1,1,1,1
CPI-SS01F67987APP cells,1,1,1,1,1,1,1
CPI-SS03189F5F6PP cells,1,1,1,1,1,1,1
CPI-SS0F2C6A4D4PP cells,1,1,1,1,1,1,1
CPI-SS0A2949959PP cells,1,0,0,0,1,0,1
CPI-SS0D782F60BPP cells,1,1,0,0,0,1,0
CPI-SS0DEDA3567PP cells,1,0,0,1,1,0,0
CPI-SS03EF699C7PP cells,1,0,0,1,1,0,0
CPI-SS0C4FA643FPP cells,1,0,0,1,1,0,0
CPI-SS06AA638A8PP cells,1,1,1,0,1,1,0
CPI-SS083CBFACDPP cells,1,1,1,1,1,1,1
CPI-SS006C6537EPP cells,1,0,1,1,1,1,0
CPI-SS04F3A1E5CPP cells,1,0,0,0,1,1,1
CPI-SS0F3A089DEPP cells,1,0,1,0,0,1,0
CPI-SS0C28FEC7DPP cells,1,1,1,1,1,1,1
CPI-SS019C98396PP cells,1,1,1,1,1,1,1
CPI-SS0FBC9234CPP cells,1,1,1,1,1,1,1
CPI-SS03722104EPP cells,1,0,1,1,1,1,1
CPI-SS0735F5C3APP cells,1,0,1,0,0,0,1
CPI-SS034B442CEPP cells,1,1,1,1,1,1,1
CPI-SS0230EE330PP cells,1,0,1,0,0,0,0
CPI-SS00797FD15PP cells,1,1,0,1,0,0,0
CPI-SS0BCCDFA7APP cells,1,0,1,1,1,0,0
CPI-SS0E7CBFD03PP cells,1,1,1,1,1,1,1
CPI-SS0E32BEF02PP cells,1,1,1,1,1,1,1
CPI-SS012AFC842PP cells,1,0,1,1,0,1,0
CPI-SS002673EFEPP cells,1,1,1,1,1,1,1
CPI-SS033180726PP cells,1,0,0,1,1,1,1
CPI-SS0D9EFC4F7PP cells,1,1,0,0,1,1,1
CPI-SC0077CEB82PP cells,1,1,1,0,1,1,1
CPI-SC0D5CFA431PP cells,1,1,1,0,1,1,1
CPI-SC0FDB4B6D9PP cells,1,1,1,0,1,1,1
CPI-SS03DA2A820PP cells,1,1,1,1,1,1,1
CPI-SS0859C173BPP cells,1,1,1,1,1,1,1
CPI-SS0F8EFEECFPP cells,1,1,1,1,1,1,1
CPI-SS08C78576BPP cells,1,0,0,1,1,1,1
CPI-SS048A2311APP cells,1,1,1,1,1,1,1
CPI-SC0984894BCPP cells,1,1,1,1,1,1,1
CPI-SC098C06330PP cells,1,1,1,1,1,1,1
CPI-SS0CB863B46PP cells,1,1,1,1,1,1,1
CPI-SS0472C478CPP cells,1,1,1,1,1,1,1
CPI-SS0B81F1BF5PP cells,1,1,1,1,1,1,1
CPI-SS08B85996FStellate cells,1,0,0,0,0,0,0
CPI-SS006FB5198Stellate cells,1,0,0,0,0,0,0
CPI-SS01560CA22Stellate cells,1,0,0,0,0,0,0
CPI-SS05A26A1DEStellate cells,1,1,1,0,1,1,1
CPI-SS056993231Stellate cells,1,0,0,0,0,0,0
CPI-SS01A29DD97Stellate cells,1,0,0,0,0,0,0
CPI-SS0EBA5A4D8Stellate cells,1,1,1,1,1,1,1
CPI-SS007AA9FDEStellate cells,1,1,0,1,0,0,1
CPI-SS06006F870Stellate cells,1,0,0,0,0,0,0
CPI-SS00D3CD86EStellate cells,1,0,0,0,0,0,0
CPI-SS0E1A8414DStellate cells,1,1,0,1,0,0,1
CPI-SS065F7DA2AStellate cells,1,1,0,1,1,1,1
CPI-SS095E52E66Stellate cells,1,0,0,1,1,0,0
CPI-SS09A3FA737Stellate cells,1,1,1,1,1,1,1
CPI-SS00BD8FF72Stellate cells,1,0,0,0,0,1,0
CPI-SS0C03F7CDCStellate cells,1,1,1,1,1,1,1
CPI-SS0CA020C34Stellate cells,1,1,0,0,0,1,0
CPI-SS0D00AAD2FStellate cells,1,1,0,0,0,0,0
CPI-SS0EDD4928AStellate cells,1,1,1,0,1,1,1
CPI-SS0331C5A49Stellate cells,1,1,1,0,1,1,1
CPI-SS0B9B3870AStellate cells,1,1,1,1,1,1,1
CPI-SS055B305F1Stellate cells,1,0,1,0,0,0,0
CPI-SS0938C6980Stellate cells,1,1,1,0,0,1,1
CPI-SS046F6F0C1Stellate cells,1,0,0,1,1,0,0
CPI-SS032AD1183Stellate cells,1,1,1,0,1,1,0
CPI-SS01963C4CAStellate cells,1,1,1,0,1,1,1
CPI-SS075D9B9ADStellate cells,1,1,1,0,1,1,0
CPI-SS0EBFE1854Stellate cells,1,0,0,1,1,0,1
CPI-SS0467AFD8AStellate cells,1,1,1,0,0,1,0
CPI-SS01469637CStellate cells,1,1,1,1,1,1,1
CPI-SS0C56C483FStellate cells,1,1,1,1,1,1,1
CPI-SS09CA492BAStellate cells,1,1,0,1,1,1,1
CPI-SS0CC5DCE80Stellate cells,1,0,0,1,1,0,0
CPI-SS0B99F22A2Stellate cells,1,1,1,1,1,1,1
CPI-SS059EEFDC6Stellate cells,1,1,1,1,1,1,1
CPI-SS0B2D5BA95Stellate cells,1,1,1,1,1,1,1
CPI-SS02928C71AStellate cells,1,1,1,0,1,1,1
CPI-SS02ACCF1F7Stellate cells,1,1,1,1,1,1,1
CPI-SS0A9F17199Stellate cells,1,1,1,0,1,1,1
CPI-SS01F67987AStellate cells,1,1,0,1,1,1,1
CPI-SS03189F5F6Stellate cells,1,1,1,1,1,1,1
CPI-SS0F2C6A4D4Stellate cells,1,1,1,1,1,1,1
CPI-SS03FA58286Stellate cells,1,1,1,1,1,1,1
CPI-SS004C23DCEStellate cells,1,1,1,1,1,1,1
CPI-SS0BAB460FFStellate cells,1,1,1,1,1,1,1
CPI-SS0D782F60BStellate cells,1,1,0,0,0,1,0
CPI-SS0DEDA3567Stellate cells,1,0,1,1,1,0,0
CPI-SS03EF699C7Stellate cells,1,0,0,1,1,0,0
CPI-SS0C4FA643FStellate cells,1,0,0,1,1,0,0
CPI-SS060B82BBCStellate cells,1,1,1,1,1,1,1
CPI-SS02EF3E1BAStellate cells,1,1,1,1,1,1,1
CPI-SS0E7523314Stellate cells,1,1,1,1,1,1,1
CPI-SS03EACE0E0Stellate cells,1,0,0,1,1,0,0
CPI-SS006C6537EStellate cells,1,1,1,1,1,1,1
CPI-SS0837E9F59Stellate cells,1,1,1,1,1,1,1
CPI-SS0F3A089DEStellate cells,1,0,1,0,1,1,1
CPI-SS0C28FEC7DStellate cells,1,1,1,1,1,1,1
CPI-SS019C98396Stellate cells,1,1,1,1,1,1,1
CPI-SS0FEEB187CStellate cells,1,1,1,0,1,1,1
CPI-SS0FBC9234CStellate cells,1,1,1,1,1,1,1
CPI-SS0A83A7E30Stellate cells,1,1,1,1,1,1,1
CPI-SS03722104EStellate cells,1,0,1,1,1,1,1
CPI-SS0DC2A6D35Stellate cells,1,1,1,1,1,1,1
CPI-SS0735F5C3AStellate cells,1,0,1,0,0,0,1
CPI-SS08B7D54A3Stellate cells,1,1,1,1,1,1,1
CPI-SS0230EE330Stellate cells,1,1,1,0,1,1,1
CPI-SS00797FD15Stellate cells,1,1,1,1,1,1,1
CPI-SS0BCCDFA7AStellate cells,1,0,1,1,1,0,0
CPI-SS04B4619D0Stellate cells,1,1,1,1,1,1,1
CPI-SS00581282EStellate cells,1,1,0,1,0,0,1
CPI-SS0E7CBFD03Stellate cells,1,1,1,1,1,1,1
CPI-SS0E5593D5CStellate cells,1,1,1,1,1,1,1
CPI-SS0F9B3B259Stellate cells,1,1,1,1,1,1,1
CPI-SS0B70EB09EStellate cells,1,1,1,1,1,1,1
CPI-SS012AFC842Stellate cells,1,0,1,1,0,1,0
CPI-SS033180726Stellate cells,1,0,0,1,1,0,1
CPI-SS0D9EFC4F7Stellate cells,1,0,0,0,1,1,1
CPI-SC0077CEB82Stellate cells,1,1,1,1,1,1,1
CPI-SC0D5CFA431Stellate cells,1,1,1,1,1,1,1
CPI-SC001669E22Stellate cells,1,1,1,0,1,1,1
CPI-SC0FDB4B6D9Stellate cells,1,1,1,0,1,1,1
CPI-SS0E7D5974DStellate cells,1,1,1,1,1,1,1
CPI-SS03DA2A820Stellate cells,1,1,1,1,1,1,1
CPI-SS0859C173BStellate cells,1,1,1,1,1,1,1
CPI-SS0F8EFEECFStellate cells,1,1,1,1,1,1,1
CPI-SS048A2311AStellate cells,1,1,1,1,1,1,1
CPI-SC032246C72Stellate cells,1,1,1,1,1,1,1
CPI-SC0984894BCStellate cells,1,1,1,1,1,1,1
CPI-SC03DD946B2Stellate cells,1,1,1,1,1,1,1
CPI-SC098C06330Stellate cells,1,1,1,1,1,1,1
CPI-SS02A0FF87FStellate cells,1,1,1,1,1,1,1
CPI-SS0CB863B46Stellate cells,1,1,1,1,1,1,1
CPI-SS0472C478CStellate cells,1,1,1,1,1,1,1
CPI-SS0B81F1BF5Stellate cells,1,1,1,1,1,1,1
CPI-SS0579FA162$\alpha{-}cells$,0,1,0,0,0,0,0
CPI-SS0D37C7C70$\alpha{-}cells$,0,1,0,0,0,0,0
CPI-SS0FC2B68F1$\alpha{-}cells$,0,1,0,0,0,0,0
CPI-SS06908C6CC$\alpha{-}cells$,0,1,0,0,0,0,0
CPI-SS0D377BBBF$\alpha{-}cells$,0,1,1,1,0,1,1
CPI-SS05E4B1EBC$\alpha{-}cells$,0,1,0,0,0,0,0
CPI-SS0C1BD22BC$\alpha{-}cells$,0,1,0,1,1,0,1
CPI-SS0C03F7CDC$\alpha{-}cells$,0,1,0,0,0,0,0
CPI-SS0B9B3870A$\alpha{-}cells$,0,1,0,0,0,0,0
CPI-SS02371A6D6$\alpha{-}cells$,0,1,0,0,0,0,0
CPI-SS0FC01B947$\alpha{-}cells$,0,1,1,0,0,1,0
CPI-SS0A3569604$\alpha{-}cells$,0,1,0,1,0,0,0
CPI-SS042A6F835$\alpha{-}cells$,0,1,0,0,0,0,0
CPI-SS0098B5107$\alpha{-}cells$,0,1,0,0,0,0,0
CPI-SS09CCC0451$\alpha{-}cells$,0,1,0,0,1,0,1
CPI-SS02AB0C3E0$\alpha{-}cells$,0,1,0,1,1,0,1
CPI-SS02A0FF87F$\alpha{-}cells$,0,1,1,1,1,0,1
CPI-SS0579FA162$\beta{-}cells$,0,1,0,1,0,0,1
CPI-SS0D37C7C70$\beta{-}cells$,0,1,0,0,0,0,0
CPI-SS0FC2B68F1$\beta{-}cells$,0,1,0,0,0,0,0
CPI-SS06908C6CC$\beta{-}cells$,0,1,0,0,0,0,0
CPI-SS05E4B1EBC$\beta{-}cells$,0,1,0,0,0,0,0
CPI-SS0C03F7CDC$\beta{-}cells$,0,1,0,0,0,0,0
CPI-SS0B9B3870A$\beta{-}cells$,0,1,0,0,0,0,0
CPI-SS02371A6D6$\beta{-}cells$,0,1,0,0,0,0,0
CPI-SS0FC01B947$\beta{-}cells$,0,1,1,0,0,0,0
CPI-SS0A3569604$\beta{-}cells$,0,1,0,0,0,0,0
CPI-SS042A6F835$\beta{-}cells$,0,1,0,1,0,0,0
CPI-SS01963C4CA$\beta{-}cells$,0,1,1,0,1,0,1
CPI-SS0098B5107$\beta{-}cells$,0,1,0,0,0,0,0
CPI-SS09CCC0451$\beta{-}cells$,0,1,0,0,0,0,1
CPI-SS012B216F6$\beta{-}cells$,0,1,0,1,1,1,1
CPI-SS048A2311A$\beta{-}cells$,0,1,1,1,1,1,1
CPI-SS02A0FF87F$\beta{-}cells$,0,1,1,1,1,0,1
CPI-SS0D37C7C70$\delta{-}cells$,0,1,0,0,0,0,0
CPI-SS0FC2B68F1$\delta{-}cells$,0,1,0,0,0,0,0
CPI-SS06908C6CC$\delta{-}cells$,0,1,0,0,0,0,0
CPI-SS05E4B1EBC$\delta{-}cells$,0,1,0,0,0,0,0
CPI-SS0C03F7CDC$\delta{-}cells$,0,1,0,0,0,0,0
CPI-SS0B9B3870A$\delta{-}cells$,0,1,0,0,0,0,0
CPI-SS02371A6D6$\delta{-}cells$,0,1,0,0,0,0,0
CPI-SS0FC01B947$\delta{-}cells$,0,1,1,0,0,0,0
CPI-SS0A3569604$\delta{-}cells$,0,1,0,1,0,0,0
CPI-SS042A6F835$\delta{-}cells$,0,1,0,0,0,0,0
CPI-SS0098B5107$\delta{-}cells$,0,1,0,1,0,1,0
CPI-SS02AB0C3E0$\delta{-}cells$,0,1,0,1,1,0,0
CPI-SS0C85BC9AF$\delta{-}cells$,0,1,1,0,1,1,1
CPI-SS0B0CF0EDF$\delta{-}cells$,0,1,1,1,1,1,1
CPI-SS02A0FF87F$\delta{-}cells$,0,1,1,1,1,0,1
CPI-SS0579FA162Acinar cells,0,1,0,0,0,0,0
CPI-SS0FC2B68F1Acinar cells,0,1,0,0,0,0,0
CPI-SS06908C6CCAcinar cells,0,1,0,0,0,0,0
CPI-SS007AA9FDEAcinar cells,0,1,0,0,0,0,0
CPI-SS05E4B1EBCAcinar cells,0,1,0,0,0,0,0
CPI-SS0C1BD22BCAcinar cells,0,1,0,1,1,0,1
CPI-SS0E1A8414DAcinar cells,0,1,0,1,0,0,0
CPI-SS0B9B3870AAcinar cells,0,1,0,0,0,0,0
CPI-SS02371A6D6Acinar cells,0,1,0,0,0,0,0
CPI-SS09C4988F8Acinar cells,0,1,1,0,1,1,1
CPI-SS0A3569604Acinar cells,0,1,0,1,0,0,1
CPI-SS042A6F835Acinar cells,0,1,0,1,0,0,1
CPI-SS0098B5107Acinar cells,0,1,0,1,0,1,0
CPI-SS06AA638A8Acinar cells,0,1,1,0,0,0,0
CPI-SS02AB0C3E0Acinar cells,0,1,0,1,1,0,1
CPI-SS073811AB3Acinar cells,0,1,1,0,1,1,1
CPI-SS02A0FF87FAcinar cells,0,1,1,1,1,0,1
CPI-SS0B81F1BF5Acinar cells,0,1,1,1,1,1,1
CPI-SS062DED513Ductal cells,0,1,0,0,0,0,0
CPI-SS0D37C7C70Ductal cells,0,1,0,0,0,0,0
CPI-SS0FC2B68F1Ductal cells,0,1,0,0,0,0,0
CPI-SS06908C6CCDuctal cells,0,1,0,0,0,0,0
CPI-SS0D377BBBFDuctal cells,0,1,0,0,0,0,0
CPI-SS007AA9FDEDuctal cells,0,1,0,1,0,0,0
CPI-SS05E4B1EBCDuctal cells,0,1,0,0,0,0,0
CPI-SS0C03F7CDCDuctal cells,0,1,0,0,0,0,0
CPI-SS0B9B3870ADuctal cells,0,1,0,0,0,0,0
CPI-SS0FC01B947Ductal cells,0,1,1,0,0,0,0
CPI-SS09C4988F8Ductal cells,0,1,1,0,1,1,1
CPI-SS0A3569604Ductal cells,0,1,0,1,0,0,1
CPI-SS042A6F835Ductal cells,0,1,0,1,0,0,1
CPI-SS02AB0C3E0Ductal cells,0,1,0,1,1,0,1
CPI-SS0B81F1BF5Ductal cells,0,1,1,1,1,1,1
CPI-SS09E3F5044PP cells,0,1,1,0,0,1,0
CPI-SS062DED513PP cells,0,1,0,1,0,1,0
CPI-SS0D37C7C70PP cells,0,1,0,0,0,0,0
CPI-SS0FC2B68F1PP cells,0,1,0,0,0,0,0
CPI-SS06908C6CCPP cells,0,1,0,0,0,0,0
CPI-SS05E4B1EBCPP cells,0,1,0,0,0,0,0
CPI-SS0C03F7CDCPP cells,0,1,0,0,0,0,0
CPI-SS0B9B3870APP cells,0,1,0,0,0,0,0
CPI-SS02371A6D6PP cells,0,1,0,0,0,0,0
CPI-SS0FC01B947PP cells,0,1,1,0,0,0,0
CPI-SS0A3569604PP cells,0,1,0,0,0,0,0
CPI-SS042A6F835PP cells,0,1,0,1,0,0,1
CPI-SS0098B5107PP cells,0,1,0,0,0,0,0
CPI-SS02AB0C3E0PP cells,0,1,0,1,1,0,1
CPI-SS0C85BC9AFPP cells,0,1,1,0,1,1,1
CPI-SS0E7D5974DPP cells,0,1,1,1,1,1,1
CPI-SC032246C72PP cells,0,1,0,1,1,1,1
CPI-SC03DD946B2PP cells,0,1,0,1,1,1,1
CPI-SS02A0FF87FPP cells,0,1,1,1,1,0,1
CPI-SS0D37C7C70Stellate cells,0,1,0,1,0,0,0
CPI-SS0FC2B68F1Stellate cells,0,1,0,0,0,0,0
CPI-SS06908C6CCStellate cells,0,1,0,0,0,0,0
CPI-SS0D377BBBFStellate cells,0,1,0,0,0,0,0
CPI-SS05E4B1EBCStellate cells,0,1,0,0,0,0,0
CPI-SS02371A6D6Stellate cells,0,1,0,0,0,0,0
CPI-SS0FC01B947Stellate cells,0,1,1,0,0,1,0
CPI-SS09C4988F8Stellate cells,0,1,1,0,1,1,1
CPI-SS0A3569604Stellate cells,0,1,0,1,0,0,1
CPI-SS042A6F835Stellate cells,0,1,0,1,0,0,1
CPI-SS0098B5107Stellate cells,0,1,0,0,0,0,0
CPI-SS02AB0C3E0Stellate cells,0,1,0,1,1,0,1
CPI-SS0C85BC9AFStellate cells,0,1,1,1,1,1,1
CPI-SS012B216F6Stellate cells,0,1,0,1,1,1,1
CPI-SS0CBC7840D$\alpha{-}cells$,0,0,1,0,0,0,0
CPI-SS079DDF890$\alpha{-}cells$,0,0,1,1,0,1,0
CPI-SS0BAB460FF$\alpha{-}cells$,0,0,1,0,0,1,1
CPI-SS06CCF5A54$\alpha{-}cells$,0,0,1,0,1,0,1
CPI-SS08B7D54A3$\alpha{-}cells$,0,0,1,1,1,0,0
CPI-SS073811AB3$\alpha{-}cells$,0,0,1,0,1,1,0
CPI-SS0C85BC9AF$\alpha{-}cells$,0,0,1,0,1,1,1
CPI-SS0B0CF0EDF$\alpha{-}cells$,0,0,1,1,1,0,1
CPI-SS0E7D5974D$\alpha{-}cells$,0,0,1,1,1,0,0
CPI-SS048A2311A$\alpha{-}cells$,0,0,1,1,0,0,0
CPI-SS0B81F1BF5$\alpha{-}cells$,0,0,1,1,1,0,0
CPI-SS0BAB460FF$\beta{-}cells$,0,0,1,0,0,1,1
CPI-SS06CCF5A54$\beta{-}cells$,0,0,1,0,1,0,1
CPI-SS034B442CE$\beta{-}cells$,0,0,1,1,1,0,0
CPI-SS08B7D54A3$\beta{-}cells$,0,0,1,1,1,0,0
CPI-SS073811AB3$\beta{-}cells$,0,0,1,0,1,1,0
CPI-SS0BCCDFA7A$\beta{-}cells$,0,0,1,1,1,0,0
CPI-SS04B4619D0$\beta{-}cells$,0,0,1,1,1,0,0
CPI-SS0C85BC9AF$\beta{-}cells$,0,0,1,0,0,1,1
CPI-SS0B0CF0EDF$\beta{-}cells$,0,0,1,1,1,0,1
CPI-SS0E7D5974D$\beta{-}cells$,0,0,1,1,1,0,0
CPI-SS0F8EFEECF$\beta{-}cells$,0,0,1,1,0,0,0
CPI-SS0F6A7A4DF$\delta{-}cells$,0,0,1,0,1,0,0
CPI-SS0BAB460FF$\delta{-}cells$,0,0,1,0,0,1,1
CPI-SS06CCF5A54$\delta{-}cells$,0,0,1,1,1,0,1
CPI-SS073811AB3$\delta{-}cells$,0,0,1,0,1,1,0
CPI-SS0B70EB09E$\delta{-}cells$,0,0,1,1,1,1,1
CPI-SS048A2311A$\delta{-}cells$,0,0,1,1,1,0,0
CPI-SS0F6A7A4DFAcinar cells,0,0,1,0,1,0,0
CPI-SS0B99F22A2Acinar cells,0,0,1,1,1,0,1
CPI-SS0CBC7840DAcinar cells,0,0,1,0,0,0,0
CPI-SS079DDF890Acinar cells,0,0,1,1,0,1,0
CPI-SS06CCF5A54Acinar cells,0,0,1,0,1,0,1
CPI-SS08B7D54A3Acinar cells,0,0,1,1,1,0,0
CPI-SS0C85BC9AFAcinar cells,0,0,1,0,1,1,1
CPI-SS0B0CF0EDFAcinar cells,0,0,1,1,1,0,1
CPI-SS0E7D5974DAcinar cells,0,0,1,1,1,0,0
CPI-SS0CBC7840DDuctal cells,0,0,1,0,0,0,0
CPI-SS0BAB460FFDuctal cells,0,0,1,0,0,0,1
CPI-SS06CCF5A54Ductal cells,0,0,1,0,1,0,1
CPI-SS0FBC9234CDuctal cells,0,0,1,1,1,0,0
CPI-SS0BCCDFA7ADuctal cells,0,0,1,1,1,0,0
CPI-SS0E7CBFD03Ductal cells,0,0,1,1,0,0,1
CPI-SS0C85BC9AFDuctal cells,0,0,1,0,0,0,0
CPI-SS0B0CF0EDFDuctal cells,0,0,1,1,1,0,1
CPI-SS0CBC7840DPP cells,0,0,1,0,0,0,0
CPI-SS079DDF890PP cells,0,0,1,1,0,1,0
CPI-SS0BAB460FFPP cells,0,0,1,0,0,1,1
CPI-SS06CCF5A54PP cells,0,0,1,0,1,0,1
CPI-SS0E7523314PP cells,0,0,1,0,0,0,0
CPI-SS0837E9F59PP cells,0,0,1,1,1,0,1
CPI-SS0FEEB187CPP cells,0,0,1,0,1,1,1
CPI-SS073811AB3PP cells,0,0,1,0,1,1,0
CPI-SS0B0CF0EDFPP cells,0,0,1,1,1,0,1
CPI-SS01C2BA5C8Stellate cells,0,0,1,1,0,0,1
CPI-SS0CBC7840DStellate cells,0,0,1,0,0,0,0
CPI-SS06CCF5A54Stellate cells,0,0,1,0,1,0,1
CPI-SS073811AB3Stellate cells,0,0,1,0,1,1,0
